Time,Step,Value
0.00038552284240722656,0,0.04440464824438095
164.03648495674133,20,0.12688636779785156
326.84858560562134,40,0.1552097201347351
493.1815752983093,60,0.16549362242221832
653.7048652172089,80,0.15140751004219055
819.1187505722046,100,0.10067736357450485
981.4385786056519,120,0.06831442564725876
1145.5602686405182,140,0.04032806679606438
1308.5205817222595,160,0.02906273677945137
1473.7834823131561,180,0.07800184190273285
1636.124695777893,200,0.1516055315732956
1799.3999330997467,220,0.18656712770462036
1960.578961610794,240,0.31486445665359497
2125.9082193374634,260,0.4328194856643677
2287.001230955124,280,0.49398982524871826
2452.3541073799133,300,0.5693346261978149
2615.1667289733887,320,0.705479085445404
2779.404348373413,340,0.5675245523452759
2941.9224112033844,360,0.6318159103393555
3105.694034576416,380,0.2932857275009155
3271.8501992225647,400,0.14378102123737335
3432.7781472206116,420,0.3648589849472046
3600.1336545944214,440,3.1368343830108643
3758.907155752182,460,0.9571051597595215
3925.193606376648,480,2.647911310195923
4088.4893651008606,500,1.630235195159912
4254.2324895858765,520,0.9182363748550415
4415.903077840805,540,0.23527172207832336
4581.358211517334,560,0.5853102207183838
4743.252424001694,580,0.5372830629348755
4908.543580293655,600,0.4767642915248871
5072.66360616684,620,1.3774603605270386
5237.768790721893,640,0.5152457356452942
5401.557575941086,660,0.9656632542610168
5567.374782562256,680,1.4793381690979004
5732.56466293335,700,1.2436676025390625
5896.143311262131,720,2.218372344970703
6062.537674188614,740,1.272701382637024
6224.877717494965,760,2.097660779953003
6392.199577331543,780,0.9603376984596252
6553.780524730682,800,0.5937960147857666
6720.774935722351,820,0.6948468685150146
6881.610685586929,840,0.2967093288898468
7048.594489336014,860,0.13796719908714294
7209.008491516113,880,0.3438068628311157
7375.1357045173645,900,0.7529051303863525
7535.174039840698,920,1.1784636974334717
7702.556599378586,940,1.446851372718811
7862.2864644527435,960,2.045341968536377
8029.240314483643,980,1.496988296508789
8189.595426797867,1000,1.0886858701705933
8355.977537631989,1020,1.064016580581665
8515.86446094513,1040,0.9668048620223999
8682.602710723877,1060,0.31319186091423035
8845.200874567032,1080,0.1552560180425644
9010.167063236237,1100,0.19184447824954987
9176.157917022705,1120,0.1842675358057022
9337.786811590195,1140,0.796067476272583
9505.518595695496,1160,0.9728204607963562
9664.381528139114,1180,1.1391149759292603
9829.988605976105,1200,1.2819522619247437
9991.293448925018,1220,1.2968007326126099
10155.521497964859,1240,1.873144268989563
10318.11171913147,1260,0.38843825459480286
10482.304208040237,1280,0.48560380935668945
10645.470001220703,1300,0.7392917275428772
10810.427259922028,1320,0.08548031747341156
10972.541580438614,1340,0.21853378415107727
11136.725051403046,1360,0.24109703302383423
11299.267389774323,1380,0.3368392884731293
11463.028639554977,1400,0.6402760148048401
11626.135561943054,1420,0.9501592516899109
11790.875311136246,1440,1.4840320348739624
11953.551443338394,1460,1.5740987062454224
12121.632021188736,1480,1.3637577295303345
12281.130100250244,1500,1.1210988759994507
12448.746280908585,1520,1.0402089357376099
12608.789739608765,1540,0.33520227670669556
12774.696887016296,1560,0.3076551556587219
12937.1015458107,1580,0.49632641673088074
13103.03423833847,1600,0.3835969567298889
13265.454200029373,1620,1.2383090257644653
13431.029941082,1640,0.9971337914466858
13592.60920715332,1660,1.4223114252090454
13757.115372419357,1680,1.95672607421875
13919.169963359833,1700,1.2856611013412476
14084.243600130081,1720,1.370826005935669
14247.591936588287,1740,0.9987634420394897
14412.199319839478,1760,0.6418277025222778
14573.725546121597,1780,0.6186450719833374
14739.558399438858,1800,0.5537577271461487
14904.28121304512,1820,0.0519593171775341
15066.222828388214,1840,0.35461390018463135
15231.912281751633,1860,0.4863215684890747
15392.911064863205,1880,1.099565029144287
15559.344108104706,1900,1.8234448432922363
15722.042705774307,1920,1.8536986112594604
15888.117634534836,1940,1.5337754487991333
16050.459349870682,1960,1.4295964241027832
16215.583424806595,1980,1.2760530710220337
16376.367084980011,2000,0.6817994713783264
16542.150645017624,2020,0.7510462403297424
16703.651790618896,2040,0.4619838297367096
16869.142863750458,2060,0.4923149645328522
17029.306656837463,2080,0.5292040705680847
17194.491525888443,2100,1.116416573524475
17355.019043445587,2120,1.4566712379455566
17521.365931987762,2140,1.5433851480484009
17681.09720468521,2160,1.6564311981201172
17848.24044561386,2180,1.5184067487716675
18009.600212812424,2200,1.0908275842666626
18175.072090387344,2220,1.1132402420043945
18337.964798927307,2240,1.1897528171539307
18503.155827999115,2260,0.18080365657806396
18667.39985370636,2280,0.2133387327194214
18829.90608239174,2300,0.22308295965194702
18993.191560983658,2320,0.35572370886802673
19156.676025152206,2340,0.30897971987724304
19321.985569000244,2360,1.132171392440796
19483.60886335373,2380,0.8022255897521973
19650.728288650513,2400,2.020561456680298
19811.32662153244,2420,1.5763171911239624
19977.65408873558,2440,1.2223726511001587
20138.79747414589,2460,1.6068471670150757
20305.47359251976,2480,0.746123194694519
20465.08709192276,2500,0.4449067711830139
20632.012266635895,2520,0.3690972328186035
20792.59526348114,2540,0.19542458653450012
20959.921101093292,2560,0.19115474820137024
21120.112966299057,2580,1.1752873659133911
21287.83205652237,2600,0.8653208017349243
21449.03389787674,2620,1.225091814994812
21613.78136920929,2640,1.9639257192611694
21776.654040575027,2660,1.2153420448303223
21941.498504400253,2680,0.6711006760597229
22105.944316148758,2700,1.4043792486190796
22269.050604581833,2720,0.6405946612358093
22432.789202451706,2740,0.5899291038513184
22595.474459171295,2760,0.21158140897750854
22757.359595775604,2780,0.3028843402862549
22923.259950876236,2800,0.2789880931377411
23086.461219072342,2820,0.7107949256896973
23250.468270778656,2840,1.5023512840270996
23414.78905057907,2860,1.12729811668396
23577.141263961792,2880,1.3775591850280762
23741.219971179962,2900,1.2593015432357788
23904.623792409897,2920,1.3583124876022339
24072.481758117676,2940,1.3613756895065308
24234.36503314972,2960,1.0304158926010132
24400.45316720009,2980,0.3156518042087555
24561.850749731064,3000,0.3783160448074341
24728.002213954926,3020,1.082650899887085
24889.20740699768,3040,0.10891353338956833
25054.945120334625,3060,0.7611026167869568
25216.263832092285,3080,1.1642003059387207
25382.528204202652,3100,1.56987464427948
25546.26117825508,3120,1.8226016759872437
25709.628566980362,3140,1.1194945573806763
25873.689623594284,3160,1.2906118631362915
26037.084685325623,3180,1.2495173215866089
26199.278051137924,3200,0.6601716876029968
26364.0334918499,3220,0.6633902788162231
26527.070844888687,3240,0.20823822915554047
26690.896503686905,3260,0.4095761477947235
26853.374933958054,3280,0.08762109279632568
27018.038693666458,3300,0.7740116119384766
27181.877024888992,3320,1.0009428262710571
