Time,Step,Value
0.00028967857360839844,0,0.1336
4.008449554443359,5,0.6899
7.983718633651733,10,0.7574
11.9106125831604,15,0.7808
15.823098421096802,20,0.7954
19.777223825454712,25,0.8137
23.65549945831299,30,0.8168
27.56689763069153,35,0.8276
31.54017210006714,40,0.8293
35.49981331825256,45,0.8407
39.462573289871216,50,0.8397
43.35441207885742,55,0.8442
47.24641180038452,60,0.8468
51.0778865814209,65,0.849
54.959829568862915,70,0.8562
58.80113744735718,75,0.852
62.625834226608276,80,0.857
66.45058345794678,85,0.863
70.29321432113647,90,0.8636
74.16682577133179,95,0.8605
78.02075624465942,100,0.8584
81.85882377624512,105,0.8673
85.75238990783691,110,0.8622
89.71789240837097,115,0.8571
93.69419360160828,120,0.8639
97.75706791877747,125,0.8671
101.67759251594543,130,0.8713
105.53378915786743,135,0.8728
109.40772843360901,140,0.8657
113.24963736534119,145,0.8684
117.12461400032043,150,0.8713
120.9751627445221,155,0.8679
124.92178106307983,160,0.8746
128.8179223537445,165,0.8689
133.04572820663452,170,0.874
137.62615060806274,175,0.8744
141.74102807044983,180,0.8772
145.99516010284424,185,0.8754
150.2314109802246,190,0.8772
154.87819743156433,195,0.8754
160.6286072731018,200,0.88
166.3231658935547,205,0.878
172.11055850982666,210,0.8817
178.04913353919983,215,0.8787
183.9970076084137,220,0.8797
189.6827220916748,225,0.8857
193.7049596309662,230,0.8795
197.66423296928406,235,0.883
201.51416516304016,240,0.8791
205.34028482437134,245,0.8779
209.19620037078857,250,0.8834
213.09487891197205,255,0.8809
217.10187411308289,260,0.8833
221.00646591186523,265,0.8828
224.92418313026428,270,0.8772
228.82119512557983,275,0.8858
232.79039549827576,280,0.8867
236.9575855731964,285,0.8842
241.25555086135864,290,0.8815
245.37607145309448,295,0.8792
249.54469752311707,300,0.8874
253.74907565116882,305,0.8884
258.5480237007141,310,0.8862
264.12978744506836,315,0.8894
269.6829855442047,320,0.8855
275.2543520927429,325,0.887
280.83568143844604,330,0.8859
286.3008460998535,335,0.8842
291.833943605423,340,0.8907
297.4503209590912,345,0.8871
303.12652611732483,350,0.8873
308.60612320899963,355,0.8932
314.20226216316223,360,0.8906
319.7051270008087,365,0.8889
325.2076749801636,370,0.8965
330.7572212219238,375,0.8907
336.2792000770569,380,0.8959
341.75874757766724,385,0.8858
347.0944678783417,390,0.8909
352.64136385917664,395,0.8878
358.14391255378723,400,0.8921
363.7396242618561,405,0.891
369.3728277683258,410,0.8867
374.94050645828247,415,0.89
380.55380034446716,420,0.8857
386.1803460121155,425,0.8873
391.820752620697,430,0.897
397.26933336257935,435,0.8926
402.80814385414124,440,0.8921
408.41536712646484,445,0.8926
413.9128179550171,450,0.8978
419.57456707954407,455,0.8928
425.1061909198761,460,0.8993
430.6722421646118,465,0.891
436.4436252117157,470,0.8892
441.93056082725525,475,0.8904
447.536497592926,480,0.893
453.2580497264862,485,0.8933
458.7732615470886,490,0.8951
464.2478108406067,495,0.893
469.85827684402466,500,0.8938
475.38384079933167,505,0.8911
480.8761336803436,510,0.8961
486.4998781681061,515,0.8953
492.0100998878479,520,0.8938
497.4507796764374,525,0.8958
502.8797459602356,530,0.8977
508.29209661483765,535,0.8889
513.8604493141174,540,0.8928
519.3126857280731,545,0.894
524.8986015319824,550,0.8989
530.5273668766022,555,0.891
536.0899279117584,560,0.8989
541.7416522502899,565,0.8939
547.2042880058289,570,0.8975
552.7714402675629,575,0.8946
558.2907922267914,580,0.8915
563.8352899551392,585,0.8947
569.4076421260834,590,0.8963
