Time,Step,Value
0.00027823448181152344,0,0.694859415435791
21.45724868774414,20,0.6949019279479981
47.30324125289917,40,0.6951973045349121
68.41411805152893,60,0.6959325729370117
91.10868763923645,80,0.6952365455627442
116.594083070755,100,0.6949971580505371
136.53251028060913,120,0.694361994934082
160.2138798236847,140,0.6943487442016602
185.36653470993042,160,0.6940965843200684
206.47438073158264,180,0.6939685005187989
232.3077208995819,200,0.6939018913269043
255.9586853981018,220,0.693474584197998
277.2340590953827,240,0.6934673629760743
302.94380283355713,260,0.6932587760925293
325.17491817474365,280,0.6935121589660644
349.11915278434753,300,0.6930730110168457
374.30724358558655,320,0.693404695892334
394.2003815174103,340,0.6930079254150391
418.1559579372406,360,0.6930340965270996
442.9235005378723,380,0.692973038482666
463.359899520874,400,0.692944125366211
488.42799282073975,420,0.6929082450866699
512.3779625892639,440,0.6928873413085938
533.9685039520264,460,0.692842170715332
560.0392541885376,480,0.6930521965026856
582.723550081253,500,0.6929762512207032
605.8925180435181,520,0.6929975944519043
631.7373976707458,540,0.6928235809326172
652.0012049674988,560,0.6928150909423828
675.4584910869598,580,0.6927882385253906
700.7391040325165,600,0.692798868560791
720.6601555347443,620,0.6927293449401856
746.4260122776031,640,0.6927706771850586
770.4510312080383,660,0.6927133377075195
791.0803995132446,680,0.6927291160583496
817.2475075721741,700,0.6928150604248047
840.067864894867,720,0.6927489555358887
862.0922844409943,740,0.692786402130127
888.7029767036438,760,0.6927022392272949
909.3468670845032,780,0.6927487281799316
932.6883919239044,800,0.6926730354309082
957.9647405147552,820,0.6926275199890136
977.9265425205231,840,0.692650016784668
1002.7708704471588,860,0.6926262351989746
1027.7276554107666,880,0.6926692832946777
1047.8600461483002,900,0.6927144096374511
1073.2996323108673,920,0.6925152969360352
1096.4424710273743,940,0.6926021209716797
1116.6196467876434,960,0.6924845642089844
1142.5932338237762,980,0.6926072212219239
1166.19012093544,1000,0.692591032409668
1186.8994915485382,1020,0.6925960456848145
1212.9391436576843,1040,0.692531330871582
1234.619815826416,1060,0.692394913482666
1256.3905203342438,1080,0.692475666809082
1283.439123392105,1100,0.6924178535461426
1304.3411302566528,1120,0.6923411476135254
1328.5795397758484,1140,0.6925730918884277
1353.2205278873444,1160,0.6924897888183593
1373.7343316078186,1180,0.6921955711364746
1400.198856830597,1200,0.6924264556884766
1423.8706104755402,1220,0.692287020111084
1443.6655027866364,1240,0.692425333404541
1469.5844774246216,1260,0.692500912475586
1492.2095794677734,1280,0.6922999656677246
1515.700087070465,1300,0.6922745071411133
1541.1636981964111,1320,0.6924422607421875
1562.3365936279297,1340,0.692343490600586
1586.454840183258,1360,0.69198720703125
1611.105626821518,1380,0.692225065612793
1630.9177527427673,1400,0.6921623649597168
1656.0708994865417,1420,0.6922956245422364
1679.9574875831604,1440,0.6922335319519043
1701.826738834381,1460,0.6922128425598144
1727.6160459518433,1480,0.6920083847045898
1750.2697010040283,1500,0.6920373306274414
1772.4718661308289,1520,0.6921556022644043
1798.3833949565887,1540,0.69219252243042
1819.2452108860016,1560,0.6921832054138184
1843.3433322906494,1580,0.6920363616943359
1868.6881837844849,1600,0.6923748710632324
1888.8945832252502,1620,0.6919957893371582
1913.934482574463,1640,0.6919855857849121
1937.9250280857086,1660,0.6921365417480468
1957.2579114437103,1680,0.6922056373596192
1983.491509437561,1700,0.6922476974487305
2006.701143026352,1720,0.6918894416809082
2028.2465269565582,1740,0.6922548606872558
2054.2869956493378,1760,0.6922029731750489
2076.175265312195,1780,0.6920180099487304
2101.678514957428,1800,0.6919612983703614
2126.1575434207916,1820,0.6919310882568359
2145.820216178894,1840,0.6918396095275879
2170.8186321258545,1860,0.6917841903686524
2195.0188269615173,1880,0.6918279075622559
2214.8337078094482,1900,0.6918143341064453
2240.957320213318,1920,0.6918851379394532
2264.4995205402374,1940,0.6916658004760742
2285.324286222458,1960,0.6918684181213379
2311.2547154426575,1980,0.6917851463317871
2333.6663069725037,2000,0.6917424987792968
2355.0596017837524,2020,0.6918932060241699
2381.2616283893585,2040,0.6917245964050293
2402.5666942596436,2060,0.691841316986084
2426.7163236141205,2080,0.6917111656188965
2451.616261959076,2100,0.6917251678466797
2471.0278553962708,2120,0.6916100730895997
2496.3428881168365,2140,0.6916761749267578
2520.4679555892944,2160,0.6915468376159668
2541.307595729828,2180,0.6916281242370605
2567.6450457572937,2200,0.6917168991088867
2590.381922483444,2220,0.6915624061584472
2612.1370787620544,2240,0.6913639236450195
2638.5776200294495,2260,0.6914253875732422
2659.6390883922577,2280,0.6915530204772949
2683.6842288970947,2300,0.691656233215332
2708.4371135234833,2320,0.6913878051757812
2727.9503469467163,2340,0.6913051086425781
2752.907989025116,2360,0.6915216285705567
2777.5676085948944,2380,0.6914014175415039
2798.182462453842,2400,0.6914780220031739
2824.0799424648285,2420,0.6912965965270996
2847.2101509571075,2440,0.6913115959167481
2867.5194063186646,2460,0.6912510345458984
2893.30139708519,2480,0.6912978263854981
2916.959098339081,2500,0.6914319343566895
2939.0143599510193,2520,0.691011767578125
2964.832859277725,2540,0.6912451881408691
2985.1178860664368,2560,0.6912732383728027
3009.5318200588226,2580,0.6911481559753418
3034.6629767417908,2600,0.6909975486755371
3055.485249042511,2620,0.6911612487792969
3081.231051683426,2640,0.690966822052002
3104.1929149627686,2660,0.6908710563659668
3125.575531244278,2680,0.6906998924255371
3151.7938380241394,2700,0.6909743072509765
3173.90336060524,2720,0.690990128326416
3196.297980070114,2740,0.6909066856384277
3221.883486032486,2760,0.6908885246276856
3242.5405447483063,2780,0.6910399711608887
3266.915403842926,2800,0.6907065605163574
3291.8589940071106,2820,0.6909796531677246
3312.2405138015747,2840,0.6909137847900391
3337.679966688156,2860,0.6905556007385254
