Time,Step,Value
0.00019598007202148438,0,1.0525047779083252
9.70515251159668,20,1.190706729888916
18.16078758239746,40,1.3911209106445312
26.114481687545776,60,1.5124897956848145
34.28268074989319,80,1.5935620069503784
44.38598918914795,100,1.6630244255065918
54.806949853897095,120,1.143655776977539
65.3129153251648,140,0.7266411185264587
75.3686215877533,160,0.7846612930297852
83.62832140922546,180,0.9349151253700256
91.8940041065216,200,0.97757887840271
100.07350015640259,220,0.6114621758460999
110.16829371452332,240,0.4919213354587555
120.569815158844,260,0.5383808016777039
131.04025864601135,280,0.5900395512580872
141.04233241081238,300,0.6311154365539551
149.16079902648926,320,0.40592527389526367
157.09525799751282,340,0.35897761583328247
165.06826186180115,360,0.3681301772594452
175.00736594200134,380,0.3869887590408325
185.77570867538452,400,0.40424492955207825
196.1274073123932,420,0.30627280473709106
206.3225860595703,440,0.29678064584732056
214.92368507385254,460,0.2894585132598877
223.0650680065155,480,0.3012150824069977
231.2345380783081,500,0.29994839429855347
241.38058495521545,520,0.24940018355846405
251.98231387138367,540,0.2436354160308838
262.5709593296051,560,0.24814842641353607
272.82166171073914,580,0.25282609462738037
281.2804937362671,600,0.2607288360595703
289.56267976760864,620,0.21352443099021912
297.6164972782135,640,0.21171414852142334
307.48166155815125,660,0.224265918135643
318.0094404220581,680,0.23368403315544128
328.56524777412415,700,0.24991600215435028
339.13916063308716,720,0.19955269992351532
347.62773060798645,740,0.18387745320796967
355.77736258506775,760,0.18896684050559998
364.2697584629059,780,0.183207705616951
375.18423676490784,800,0.17929375171661377
385.6118195056915,820,0.17124095559120178
396.2840518951416,840,0.16530145704746246
406.4072997570038,860,0.1644415557384491
414.7639079093933,880,0.16659113764762878
422.6525933742523,900,0.17011430859565735
432.14645075798035,920,0.15587374567985535
442.7982313632965,940,0.14493276178836823
453.3053410053253,960,0.14510056376457214
464.0008313655853,980,0.14684222638607025
473.1639664173126,1000,0.13817238807678223
481.6273078918457,1020,0.14039556682109833
489.44551730155945,1040,0.13947881758213043
498.9992859363556,1060,0.13691003620624542
509.875568151474,1080,0.1389809101819992
520.3944237232208,1100,0.13544534146785736
530.9343092441559,1120,0.1290670931339264
539.8262093067169,1140,0.1327553540468216
548.2547569274902,1160,0.12837255001068115
556.5324623584747,1180,0.1281115710735321
567.3440918922424,1200,0.12764130532741547
578.1506378650665,1220,0.12653584778308868
588.6941425800323,1240,0.12851575016975403
598.741544008255,1260,0.12737293541431427
607.2723505496979,1280,0.1296103149652481
615.368444442749,1300,0.1381373554468155
625.2715487480164,1320,0.11739170551300049
636.0316853523254,1340,0.11048882454633713
646.4555065631866,1360,0.11671850085258484
657.3038158416748,1380,0.11332354694604874
666.1825571060181,1400,0.11666465550661087
674.2496683597565,1420,0.11254511773586273
682.6949715614319,1440,0.11101184785366058
693.1472074985504,1460,0.10287671536207199
703.7146451473236,1480,0.1018192246556282
714.7230682373047,1500,0.11205911636352539
724.7619826793671,1520,0.1021132692694664
733.3258903026581,1540,0.10270672291517258
741.4746296405792,1560,0.09948579221963882
750.2684214115143,1580,0.09950334578752518
761.1037304401398,1600,0.09929802268743515
772.0072638988495,1620,0.09547581523656845
782.6038053035736,1640,0.09917581081390381
791.9450161457062,1660,0.09657105803489685
800.5757155418396,1680,0.09318863600492477
808.8357677459717,1700,0.08871007710695267
818.5855948925018,1720,0.09188434481620789
